# fecha: 2026-09-15T11:37:36
# python: 3.14.2
# numpy: 2.4.3
# sha_v7: 3db0475ef0ea95ce
# sha_v7i: ddc6ad2816c965f6
# sha_este: 814fce58e7409a05
# NS: 20
# T: 100000
# condiciones: {"D_comida_solB0": ["{'nuevo': 'D', 'nuevo_val': 'comida', 'solap_B': 0}", "BD", 0], "D_comida_solB1": ["{'nuevo': 'D', 'nuevo_val': 'comida', 'solap_B': 1}", "BD", 1], "D_comida_solB2": ["{'nuevo': 'D', 'nuevo_val': 'comida', 'solap_B': 2}", "BD", 2], "AB0": ["{}", "AB", 0], "AB1": ["{'solap_AB': 1}", "AB", 1], "AB2": ["{'solap_AB': 2}", "AB", 2], "AB3": ["{'solap_AB': 3}", "AB", 3], "E2I_C_libre": ["{'nuevo': 'C'}", "AC", null], "CTRL_D_veneno_solB1": ["{'nuevo': 'D', 'nuevo_val': 'veneno', 'solap_B': 1}", "BD", 1], "CTRL_D_veneno_solB2": ["{'nuevo': 'D', 'nuevo_val': 'veneno', 'solap_B': 2}", "BD", 2]}
cond,seed,plast,solap_nominal,solap_par,solap_medido,solap_AB,solap_AC,solap_AD,solap_BC,solap_BD,solap_CD,splits,celdas,primer_split,estimulos_split,W_A,W_B,W_C,W_D,err_max,err_max_A,err_max_B,err_max_C,err_max_D,deaths
D_comida_solB1,10,True,1,BD,1,0,0,0,1,1,2,0,30,,,1.0,-2.91,0.26,1.0,0.4897,0.1475,0.4865,0.0,0.4897,129
D_comida_solB1,11,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.94,0.99,0.99,0.5068,0.1475,0.4996,0.0,0.5068,120
D_comida_solB1,12,True,1,BD,1,0,1,0,0,1,0,0,30,,,1.0,-2.93,0.33,0.99,0.4839,0.1475,0.4743,0.0,0.4839,131
D_comida_solB1,13,True,1,BD,1,0,1,0,1,1,1,0,30,,,1.0,-2.98,-0.16,1.0,0.4829,0.1475,0.4822,0.0,0.4829,145
D_comida_solB1,14,True,1,BD,1,0,0,0,2,1,1,0,30,,,1.0,-2.94,-1.72,0.99,0.4596,0.1475,0.4596,0.0,0.4591,134
D_comida_solB1,15,True,1,BD,1,0,2,0,0,1,1,0,30,,,1.0,-2.94,1.41,0.99,0.4914,0.1475,0.4896,0.0,0.4914,128
D_comida_solB1,16,True,1,BD,1,0,0,0,0,1,2,0,30,,,1.0,-2.94,1.48,1.0,0.4731,0.1475,0.4727,0.0,0.4731,117
D_comida_solB1,17,True,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.91,1.0,1.0,0.5081,0.1475,0.5049,0.0,0.5081,111
D_comida_solB1,18,True,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-2.97,-0.49,1.0,0.4932,0.1475,0.492,0.0,0.4932,129
D_comida_solB1,19,True,1,BD,1,0,0,0,1,1,0,0,30,,,1.0,-2.93,-1.22,1.0,0.4781,0.1475,0.4764,0.0,0.4781,121
D_comida_solB1,20,True,1,BD,1,0,0,0,0,1,1,0,30,,,1.0,-2.94,0.74,1.0,0.4822,0.1475,0.4821,0.0,0.4822,127
D_comida_solB1,1,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.94,0.99,0.99,0.4995,0.1475,0.4982,0.0,0.4995,126
D_comida_solB1,2,False,1,BD,1,0,1,0,2,1,1,0,30,,,1.0,-2.92,-1.37,0.99,0.4922,0.1475,0.4798,0.0,0.4922,137
D_comida_solB1,3,False,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-2.94,0.0,1.0,0.4908,0.1475,0.4889,0.0,0.4908,127
D_comida_solB1,4,False,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-2.9,0.0,0.99,0.4965,0.1475,0.4944,0.0,0.4965,111
D_comida_solB1,5,False,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-2.94,-0.49,1.0,0.4626,0.1475,0.4616,0.0,0.4626,130
D_comida_solB1,6,False,1,BD,1,0,0,0,0,1,0,0,30,,,1.0,-2.94,0.0,1.0,0.4872,0.1475,0.4861,0.0,0.4872,130
D_comida_solB1,7,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.98,1.0,1.0,0.501,0.1475,0.496,0.0,0.501,156
D_comida_solB1,8,False,1,BD,1,0,0,0,2,1,2,0,30,,,1.0,-2.91,-0.96,0.99,0.4764,0.1475,0.4748,0.0,0.4764,107
D_comida_solB1,9,False,1,BD,1,0,1,0,1,1,2,0,30,,,1.0,-2.92,0.58,0.98,0.4896,0.1475,0.4879,0.0,0.4896,113
D_comida_solB1,10,False,1,BD,1,0,0,0,1,1,2,0,30,,,1.0,-2.91,0.26,1.0,0.4897,0.1475,0.4865,0.0,0.4897,129
D_comida_solB1,11,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.94,0.99,0.99,0.5068,0.1475,0.4996,0.0,0.5068,120
D_comida_solB1,12,False,1,BD,1,0,1,0,0,1,0,0,30,,,1.0,-2.93,0.33,0.99,0.4839,0.1475,0.4743,0.0,0.4839,131
D_comida_solB1,13,False,1,BD,1,0,1,0,1,1,1,0,30,,,1.0,-2.98,-0.16,1.0,0.4829,0.1475,0.4822,0.0,0.4829,145
D_comida_solB1,14,False,1,BD,1,0,0,0,2,1,1,0,30,,,1.0,-2.94,-1.72,0.99,0.4596,0.1475,0.4596,0.0,0.4591,134
D_comida_solB1,15,False,1,BD,1,0,2,0,0,1,1,0,30,,,1.0,-2.94,1.41,0.99,0.4914,0.1475,0.4896,0.0,0.4914,128
D_comida_solB1,16,False,1,BD,1,0,0,0,0,1,2,0,30,,,1.0,-2.94,1.48,1.0,0.4731,0.1475,0.4727,0.0,0.4731,117
D_comida_solB1,17,False,1,BD,1,0,0,0,1,1,3,0,30,,,1.0,-2.91,1.0,1.0,0.5081,0.1475,0.5049,0.0,0.5081,111
D_comida_solB1,18,False,1,BD,1,0,0,0,1,1,1,0,30,,,1.0,-2.97,-0.49,1.0,0.4932,0.1475,0.492,0.0,0.4932,129
D_comida_solB1,19,False,1,BD,1,0,0,0,1,1,0,0,30,,,1.0,-2.93,-1.22,1.0,0.4781,0.1475,0.4764,0.0,0.4781,121
D_comida_solB1,20,False,1,BD,1,0,0,0,0,1,1,0,30,,,1.0,-2.94,0.74,1.0,0.4822,0.1475,0.4821,0.0,0.4822,127
D_comida_solB2,1,True,2,BD,2,0,1,0,0,2,0,2,32,53812,D,1.0,-2.91,0.31,1.0,0.6136,0.262,0.5938,0.0,0.6136,129
D_comida_solB2,2,True,2,BD,2,0,1,0,1,2,1,2,32,52905,D,0.99,-2.92,-0.32,0.99,0.6106,0.4521,0.5945,0.0,0.6106,124
D_comida_solB2,3,True,2,BD,2,0,0,0,0,2,1,2,32,54720,D,1.0,-2.86,1.51,1.0,0.606,0.1475,0.4971,0.0,0.606,93
D_comida_solB2,4,True,2,BD,2,0,1,0,0,2,1,2,32,54996,B,1.0,-2.76,2.24,0.98,0.6072,0.4171,0.6072,0.0,0.5965,115
D_comida_solB2,5,True,2,BD,2,0,0,0,1,2,1,4,34,57406,BD,1.0,-2.83,-0.03,1.0,0.6069,0.4838,0.6047,0.0,0.6069,120
D_comida_solB2,6,True,2,BD,2,0,1,0,1,2,2,2,32,54015,D,1.0,-2.84,-0.34,0.98,0.6065,0.1475,0.5707,0.0,0.6065,106
D_comida_solB2,7,True,2,BD,2,0,0,0,1,2,2,2,32,54329,D,1.0,-2.94,-0.2,0.99,0.6034,0.1475,0.4425,0.0,0.6034,126
D_comida_solB2,8,True,2,BD,2,0,2,0,1,2,1,2,32,53975,D,1.0,-2.9,0.16,0.99,0.6017,0.1475,0.4599,0.0,0.6017,114
D_comida_solB2,9,True,2,BD,2,0,0,0,1,2,1,2,32,57457,D,1.0,-2.88,-0.34,0.99,0.6205,0.1475,0.5984,0.0,0.6205,124
D_comida_solB2,10,True,2,BD,2,0,1,0,1,2,1,6,36,54393,BD,1.0,-2.91,0.02,1.0,0.614,0.2376,0.6136,0.0,0.614,137
D_comida_solB2,11,True,2,BD,2,0,0,0,1,2,0,2,32,55209,D,1.0,-2.92,-0.3,0.98,0.6167,0.1475,0.5753,0.0,0.6167,127
D_comida_solB2,12,True,2,BD,2,0,0,0,0,2,1,2,32,52197,D,1.0,-2.83,-0.74,0.97,0.6111,0.1475,0.5461,0.0,0.6111,113
D_comida_solB2,13,True,2,BD,2,0,1,0,0,2,1,2,32,54055,D,1.0,-2.93,0.1,0.99,0.611,0.1475,0.5938,0.0,0.611,129
D_comida_solB2,14,True,2,BD,2,0,0,0,0,2,0,2,32,54992,B,1.0,-2.81,0.0,0.96,0.607,0.1475,0.607,0.0,0.5864,146
D_comida_solB2,15,True,2,BD,2,0,0,0,2,2,1,2,32,55960,D,1.0,-2.9,-1.94,0.99,0.6045,0.1475,0.4425,0.0,0.6045,125
D_comida_solB2,16,True,2,BD,2,0,1,0,1,2,2,2,32,53585,D,1.0,-2.77,1.0,1.0,0.6032,0.1475,0.5574,0.0,0.6032,129
D_comida_solB2,17,True,2,BD,2,0,0,0,0,2,0,2,32,52271,D,1.0,-2.95,0.18,1.0,0.6043,0.1475,0.4817,0.0,0.6043,132
D_comida_solB2,18,True,2,BD,2,0,0,0,0,2,0,2,32,54474,D,1.0,-2.92,0.14,0.99,0.6082,0.1475,0.572,0.0,0.6082,110
D_comida_solB2,19,True,2,BD,2,0,1,0,1,2,2,2,32,54598,B,1.0,-2.8,-0.52,0.98,0.6016,0.1475,0.6016,0.0,0.5926,120
D_comida_solB2,20,True,2,BD,2,0,0,0,1,2,1,2,32,55910,B,0.98,-2.8,-0.64,0.94,0.6111,0.4251,0.6111,0.0,0.5994,125
D_comida_solB2,1,False,2,BD,2,0,1,0,0,2,0,0,30,,,1.0,-2.83,0.33,0.96,0.7436,0.1475,0.7436,0.0,0.7405,123
D_comida_solB2,2,False,2,BD,2,0,1,0,1,2,1,0,30,,,1.0,-2.78,-0.03,0.97,0.7077,0.1475,0.7077,0.0,0.7056,112
D_comida_solB2,3,False,2,BD,2,0,0,0,0,2,1,0,30,,,1.0,-2.79,1.7,0.98,0.7435,0.1475,0.7435,0.0,0.7412,108
D_comida_solB2,4,False,2,BD,2,0,1,0,0,2,1,0,30,,,1.0,-2.79,2.02,0.95,0.7556,0.1475,0.7556,0.0,0.7556,126
D_comida_solB2,5,False,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-2.79,-0.37,0.95,0.7648,0.1475,0.7643,0.0,0.7648,131
D_comida_solB2,6,False,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-2.84,1.68,0.98,0.7643,0.1475,0.7643,0.0,0.7615,107
D_comida_solB2,7,False,2,BD,2,0,0,0,1,2,2,0,30,,,1.0,-2.78,1.35,0.99,0.7638,0.1475,0.7638,0.0,0.7624,125
D_comida_solB2,8,False,2,BD,2,0,2,0,1,2,1,0,30,,,1.0,-2.81,0.3,0.99,0.7857,0.1475,0.7806,0.0,0.7857,114
D_comida_solB2,9,False,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-2.85,-0.37,0.99,0.7512,0.1475,0.7511,0.0,0.7512,137
D_comida_solB2,10,False,2,BD,2,0,1,0,1,2,1,0,30,,,1.0,-2.8,-0.03,0.97,0.7182,0.1475,0.7047,0.0,0.7182,128
D_comida_solB2,11,False,2,BD,2,0,0,0,1,2,0,0,30,,,1.0,-2.89,-2.12,0.96,0.7552,0.1475,0.7552,0.0,0.7537,133
D_comida_solB2,12,False,2,BD,2,0,0,0,0,2,1,0,30,,,1.0,-2.83,1.71,0.97,0.7664,0.1475,0.7591,0.0,0.7664,113
D_comida_solB2,13,False,2,BD,2,0,1,0,0,2,1,0,30,,,1.0,-2.83,2.06,0.99,0.7506,0.1475,0.7506,0.0,0.7505,131
D_comida_solB2,14,False,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-2.81,0.0,0.96,0.7481,0.1475,0.7481,0.0,0.7462,146
D_comida_solB2,15,False,2,BD,2,0,0,0,2,2,1,0,30,,,1.0,-2.82,-2.45,1.0,0.7599,0.1475,0.7599,0.0,0.7587,127
D_comida_solB2,16,False,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-2.86,1.69,0.98,0.771,0.1475,0.771,0.0,0.7692,131
D_comida_solB2,17,False,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-2.8,0.0,0.99,0.6781,0.1475,0.6781,0.0,0.6746,125
D_comida_solB2,18,False,2,BD,2,0,0,0,0,2,0,0,30,,,1.0,-2.83,0.0,0.98,0.7401,0.1475,0.7401,0.0,0.7389,112
D_comida_solB2,19,False,2,BD,2,0,1,0,1,2,2,0,30,,,1.0,-2.8,1.68,0.98,0.7387,0.1475,0.7364,0.0,0.7387,120
D_comida_solB2,20,False,2,BD,2,0,0,0,1,2,1,0,30,,,1.0,-2.82,-0.37,0.98,0.7488,0.1475,0.7483,0.0,0.7488,126
E2I_C_libre,1,True,,AC,0,0,0,0,1,1,3,0,30,,,1.0,-3.51,-2.84,-2.84,0.5002,0.1475,0.4938,0.5002,0.0,160
E2I_C_libre,2,True,,AC,1,0,1,0,1,2,1,0,30,,,0.99,-3.8,-2.9,-2.81,0.5429,0.3575,0.4425,0.5429,0.0,178
E2I_C_libre,3,True,,AC,0,0,0,0,0,2,1,0,30,,,1.0,-3.0,-2.96,-2.98,0.4425,0.1475,0.4425,0.4425,0.0,181
E2I_C_libre,4,True,,AC,0,0,0,0,0,1,0,0,30,,,1.0,-3.0,-2.94,-1.0,0.4425,0.1475,0.4425,0.4425,0.0,163
E2I_C_libre,5,True,,AC,1,0,1,1,0,1,1,0,30,,,0.99,-3.0,-2.86,-1.47,0.5164,0.5095,0.4425,0.5164,0.0,176
E2I_C_libre,6,True,,AC,0,0,0,0,0,1,0,0,30,,,1.0,-3.0,-2.96,-1.0,0.4425,0.1475,0.4425,0.4425,0.0,174
E2I_C_libre,7,True,,AC,0,0,0,0,1,2,2,0,30,,,1.0,-3.55,-2.9,-3.23,0.5013,0.1475,0.4425,0.5013,0.0,185
E2I_C_libre,8,True,,AC,0,0,0,0,2,1,2,0,30,,,1.0,-3.45,-2.87,-1.6,0.4425,0.1475,0.4425,0.3435,0.0,161
E2I_C_libre,9,True,,AC,0,0,0,0,1,2,1,0,30,,,1.0,-3.4,-2.88,-2.48,0.4993,0.1475,0.4964,0.4993,0.0,181
E2I_C_libre,10,True,,AC,0,0,0,0,1,0,1,0,30,,,1.0,-3.54,-2.9,-0.64,0.4673,0.1475,0.4596,0.4673,0.0,181
E2I_C_libre,11,True,,AC,1,0,1,1,0,1,2,0,30,,,0.97,-3.0,-2.92,-2.7,0.5195,0.4977,0.4425,0.5195,0.0,192
E2I_C_libre,12,True,,AC,1,0,1,0,0,1,0,0,30,,,0.97,-3.0,-2.88,-1.0,0.5253,0.5235,0.4425,0.5253,0.0,190
E2I_C_libre,13,True,,AC,1,0,1,0,1,1,1,0,30,,,0.99,-3.76,-2.9,-1.82,0.5512,0.3384,0.4435,0.5512,0.0,178
E2I_C_libre,14,True,,AC,0,0,0,0,0,2,0,0,30,,,1.0,-3.0,-2.92,-2.0,0.4425,0.1475,0.4425,0.4425,0.0,176
E2I_C_libre,15,True,,AC,2,0,2,0,0,1,1,3,33,53904,AC,1.0,-3.23,-2.89,-2.28,0.6055,0.6055,0.4425,0.6026,0.0,190
E2I_C_libre,16,True,,AC,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,-2.92,-1.95,0.4425,0.1475,0.4425,0.4425,0.0,164
E2I_C_libre,17,True,,AC,0,0,0,0,0,0,0,0,30,,,1.0,-3.0,-2.92,0.0,0.4425,0.1475,0.4425,0.4425,0.0,163
E2I_C_libre,18,True,,AC,0,0,0,0,2,3,2,0,30,,,1.0,-3.49,-2.89,-3.49,0.4425,0.1475,0.4425,0.3419,0.0,181
E2I_C_libre,19,True,,AC,0,0,0,0,1,1,0,0,30,,,1.0,-3.41,-2.88,-0.92,0.482,0.1475,0.4811,0.482,0.0,166
E2I_C_libre,20,True,,AC,1,0,1,1,0,1,1,0,30,,,0.99,-3.0,-2.89,-1.47,0.5224,0.5208,0.4425,0.5224,0.0,195
E2I_C_libre,1,False,,AC,0,0,0,0,1,1,3,0,30,,,1.0,-3.51,-2.84,-2.84,0.5002,0.1475,0.4938,0.5002,0.0,160
E2I_C_libre,2,False,,AC,1,0,1,0,1,2,1,0,30,,,0.99,-3.8,-2.9,-2.81,0.5429,0.3575,0.4425,0.5429,0.0,178
E2I_C_libre,3,False,,AC,0,0,0,0,0,2,1,0,30,,,1.0,-3.0,-2.96,-2.98,0.4425,0.1475,0.4425,0.4425,0.0,181
E2I_C_libre,4,False,,AC,0,0,0,0,0,1,0,0,30,,,1.0,-3.0,-2.94,-1.0,0.4425,0.1475,0.4425,0.4425,0.0,163
E2I_C_libre,5,False,,AC,1,0,1,1,0,1,1,0,30,,,0.99,-3.0,-2.86,-1.47,0.5164,0.5095,0.4425,0.5164,0.0,176
E2I_C_libre,6,False,,AC,0,0,0,0,0,1,0,0,30,,,1.0,-3.0,-2.96,-1.0,0.4425,0.1475,0.4425,0.4425,0.0,174
E2I_C_libre,7,False,,AC,0,0,0,0,1,2,2,0,30,,,1.0,-3.55,-2.9,-3.23,0.5013,0.1475,0.4425,0.5013,0.0,185
E2I_C_libre,8,False,,AC,0,0,0,0,2,1,2,0,30,,,1.0,-3.45,-2.87,-1.6,0.4425,0.1475,0.4425,0.3435,0.0,161
E2I_C_libre,9,False,,AC,0,0,0,0,1,2,1,0,30,,,1.0,-3.4,-2.88,-2.48,0.4993,0.1475,0.4964,0.4993,0.0,181
E2I_C_libre,10,False,,AC,0,0,0,0,1,0,1,0,30,,,1.0,-3.54,-2.9,-0.64,0.4673,0.1475,0.4596,0.4673,0.0,181
E2I_C_libre,11,False,,AC,1,0,1,1,0,1,2,0,30,,,0.97,-3.0,-2.92,-2.7,0.5195,0.4977,0.4425,0.5195,0.0,192
E2I_C_libre,12,False,,AC,1,0,1,0,0,1,0,0,30,,,0.97,-3.0,-2.88,-1.0,0.5253,0.5235,0.4425,0.5253,0.0,190
E2I_C_libre,13,False,,AC,1,0,1,0,1,1,1,0,30,,,0.99,-3.76,-2.9,-1.82,0.5512,0.3384,0.4435,0.5512,0.0,178
E2I_C_libre,14,False,,AC,0,0,0,0,0,2,0,0,30,,,1.0,-3.0,-2.92,-2.0,0.4425,0.1475,0.4425,0.4425,0.0,176
E2I_C_libre,15,False,,AC,2,0,2,0,0,1,1,0,30,,,0.9,-3.0,-2.68,-2.97,0.7951,0.793,0.4425,0.7951,0.0,190
E2I_C_libre,16,False,,AC,0,0,0,0,0,0,2,0,30,,,1.0,-3.0,-2.92,-1.95,0.4425,0.1475,0.4425,0.4425,0.0,164
E2I_C_libre,17,False,,AC,0,0,0,0,0,0,0,0,30,,,1.0,-3.0,-2.92,0.0,0.4425,0.1475,0.4425,0.4425,0.0,163
E2I_C_libre,18,False,,AC,0,0,0,0,2,3,2,0,30,,,1.0,-3.49,-2.89,-3.49,0.4425,0.1475,0.4425,0.3419,0.0,181
E2I_C_libre,19,False,,AC,0,0,0,0,1,1,0,0,30,,,1.0,-3.41,-2.88,-0.92,0.482,0.1475,0.4811,0.482,0.0,166
E2I_C_libre,20,False,,AC,1,0,1,1,0,1,1,0,30,,,0.99,-3.0,-2.89,-1.47,0.5224,0.5208,0.4425,0.5224,0.0,195
