brazo,mod,bloque,solap_AB,lam,piso,seed,n1,n3,nB,nB3,wB_ext,wB_pre,wB_post,W_A,W_B,Wp_B,Wn_B,techo_B,splits,celdas,deaths
piso_100,v7g,B,2,1.0,1.0,20,43,,398,0,,0.9999997286287696,0.9999997286287696,-3.0,1.0,4.0,3.0,0,8,38,400
total,v7g,B,0,1.0,0.0,1,19,,355,0,,0.9999991869030759,0.9999991869030759,-3.0,1.0,1.0,0.0,0,5,35,402
total,v7g,B,0,1.0,0.0,2,19,,334,0,,0.9999991010454714,0.9999991010454714,-3.0,1.0,1.02,0.02,0,6,36,392
total,v7g,B,0,1.0,0.0,3,19,,371,0,,0.9999999136941471,0.9999999136941471,-3.0,1.0,1.04,0.04,0,4,34,362
total,v7g,B,0,1.0,0.0,4,19,,419,0,,0.9999999824210033,0.9999999824210033,-3.0,1.0,1.0,0.0,0,3,33,370
total,v7g,B,0,1.0,0.0,5,19,,366,0,,0.9999994746768615,0.9999994746768615,-3.0,1.0,1.0,0.0,0,3,33,396
total,v7g,B,0,1.0,0.0,6,19,,412,0,,0.9971698298116167,0.9904732979215686,-3.0,1.0,1.13,0.13,0,5,35,358
total,v7g,B,0,1.0,0.0,7,19,,379,0,,0.9999999948472712,0.9999999948472712,-3.0,1.0,1.0,0.0,0,3,33,369
total,v7g,B,0,1.0,0.0,8,19,,379,0,,0.9999997695113743,0.9999997695113743,-3.0,1.0,1.0,0.0,0,6,36,374
total,v7g,B,0,1.0,0.0,9,19,,407,0,,0.9999999989612864,0.9999999989612864,-3.0,1.0,1.0,0.0,0,3,33,388
total,v7g,B,0,1.0,0.0,10,19,,405,0,,0.9999999777579991,0.9999999777579991,-3.0,1.0,1.0,0.0,0,5,35,376
total,v7g,B,0,1.0,0.0,11,19,,379,0,,0.9999999659451164,0.9999999659451164,-3.0,1.0,1.0,0.0,0,3,33,383
total,v7g,B,0,1.0,0.0,12,19,,417,0,,0.9999999996316511,0.9999999996316511,-3.0,1.0,1.0,0.0,0,3,33,369
total,v7g,B,0,1.0,0.0,13,19,,396,0,,0.9999999975501981,0.9999999975501981,-3.0,1.0,1.0,0.0,0,5,35,369
total,v7g,B,0,1.0,0.0,14,19,,362,0,,0.999999267931786,0.999999267931786,-3.0,1.0,1.0,0.0,0,5,35,395
total,v7g,B,0,1.0,0.0,15,19,,364,0,,0.9999999039748191,0.9999999039748191,-3.0,1.0,1.0,0.0,0,3,33,399
total,v7g,B,0,1.0,0.0,16,19,,406,0,,0.9999999998194238,0.9999999998194238,-3.0,1.0,1.03,0.03,0,4,34,356
total,v7g,B,0,1.0,0.0,17,19,,338,0,,0.9999998808899555,0.9999998808899555,-3.0,1.0,1.0,0.0,0,5,35,375
total,v7g,B,0,1.0,0.0,18,19,,388,0,,0.9999998332841689,0.9999998332841689,-3.0,1.0,1.0,0.0,0,5,35,395
total,v7g,B,0,1.0,0.0,19,19,,440,0,,0.9996309603557326,0.9860565603551874,-3.0,1.0,1.34,0.34,0,5,35,362
total,v7g,B,0,1.0,0.0,20,19,,392,0,,0.9999999806368378,0.9999999806368378,-3.0,1.0,1.0,0.0,0,3,33,396
total,v7g,B,1,1.0,0.0,1,24,,365,0,,0.9999998049845571,0.9999998049845571,-3.0,1.0,1.0,0.0,0,6,36,405
total,v7g,B,1,1.0,0.0,2,24,,329,0,,0.9999972617500318,0.9999972617500318,-3.0,1.0,1.0,0.0,0,6,36,445
total,v7g,B,1,1.0,0.0,3,57,,321,0,,0.9987265734824928,0.9987265734824928,-3.0,1.0,1.0,0.0,0,11,41,441
total,v7g,B,1,1.0,0.0,4,50,,225,0,,-3.1541156904128336,-2.950493175109254,-2.95,0.99,1.1,0.11,0,6,36,508
total,v7g,B,1,1.0,0.0,5,23,,424,0,,0.9999999945276691,0.9999999945276691,-3.0,1.0,1.0,0.0,0,6,36,372
total,v7g,B,1,1.0,0.0,6,24,,62,0,,-4.301125146390384,-4.306565565306483,-3.0,-4.31,0.0,4.31,0,0,30,574
total,v7g,B,1,1.0,0.0,7,25,,58,0,,-4.183011574882297,-4.063898641227953,-3.0,-4.06,0.0,4.06,0,1,31,566
total,v7g,B,1,1.0,0.0,8,63,,271,0,,0.9564025910037948,0.9564025910037948,-3.0,1.0,1.0,0.0,0,11,41,469
total,v7g,B,1,1.0,0.0,9,43,,444,0,,0.9990185231472598,0.9919287424913235,-3.0,1.0,1.15,0.15,0,6,36,392
total,v7g,B,1,1.0,0.0,10,47,,412,0,,0.9979934794057704,0.9852921861583406,-3.0,1.0,1.14,0.14,0,7,37,389
total,v7g,B,1,1.0,0.0,11,47,,464,0,,0.9986963446607509,0.9935927521019634,-3.0,1.0,1.55,0.55,0,6,36,346
total,v7g,B,1,1.0,0.0,12,25,,405,0,,0.9999999774655167,0.9999999774655167,-3.0,1.0,1.0,0.0,0,7,37,405
total,v7g,B,1,1.0,0.0,13,24,,394,0,,0.999999981032744,0.999999981032744,-3.0,1.0,1.0,0.0,0,7,37,379
total,v7g,B,1,1.0,0.0,14,24,,413,0,,0.9999999773018431,0.9999999773018431,-3.0,1.0,1.0,0.0,0,7,37,363
total,v7g,B,1,1.0,0.0,15,25,,397,0,,0.9999999198935969,0.9999999198935969,-3.0,1.0,1.0,0.0,0,8,38,380
total,v7g,B,1,1.0,0.0,16,24,,243,0,,0.9959153082936893,0.9959153082936893,-3.0,1.0,1.0,0.0,0,6,36,465
total,v7g,B,1,1.0,0.0,17,24,,405,0,,0.9999999956973323,0.9999999956973323,-3.0,1.0,1.0,0.0,0,6,36,381
total,v7g,B,1,1.0,0.0,18,51,,193,0,,-4.1918167358380485,-4.122589933947881,-2.8,1.0,1.0,0.0,0,8,38,505
total,v7g,B,1,1.0,0.0,19,24,,67,0,,-4.305260071292238,-4.314098065863466,-3.0,-4.31,0.0,4.31,0,0,30,567
total,v7g,B,1,1.0,0.0,20,59,,112,0,,-4.032751818329198,-3.868500046674211,-3.75,-3.87,0.05,3.92,0,5,35,578
total,v7g,B,2,1.0,0.0,1,41,,404,0,,0.9999999718033054,0.9999999718033054,-3.0,1.0,1.0,0.0,0,9,39,391
total,v7g,B,2,1.0,0.0,2,41,,90,0,,-4.077621983824594,-4.077621983824594,-3.0,-3.62,0.46,4.08,0,8,38,591
total,v7g,B,2,1.0,0.0,3,43,,369,0,,0.9999996727545367,0.9999996727545367,-3.0,1.0,1.0,0.0,0,11,41,402
total,v7g,B,2,1.0,0.0,4,42,,392,0,,0.9999999039226809,0.9999999039226809,-3.0,1.0,1.0,0.0,0,11,41,388
total,v7g,B,2,1.0,0.0,5,42,,365,0,,0.9999996104447797,0.9999996104447797,-3.0,1.0,1.0,0.0,0,9,39,390
total,v7g,B,2,1.0,0.0,6,44,,356,0,,0.9999842417620196,0.9999842417620196,-3.0,1.0,1.0,0.0,0,11,41,391
total,v7g,B,2,1.0,0.0,7,42,,92,0,,-4.023553242280178,-4.023553242280178,-3.0,-4.02,0.0,4.02,0,8,38,607
total,v7g,B,2,1.0,0.0,8,38,,428,0,,0.9999999867349845,0.9999999867349845,-3.0,1.0,1.0,0.0,0,9,39,358
total,v7g,B,2,1.0,0.0,9,40,,430,0,,0.9999999980445222,0.9999999980445222,-3.0,1.0,1.0,0.0,0,9,39,354
total,v7g,B,2,1.0,0.0,10,43,,481,0,,0.9999999997446181,0.9999999997446181,-3.0,1.0,1.0,0.0,0,10,40,374
total,v7g,B,2,1.0,0.0,11,40,,334,0,,0.9999629916826971,0.9999629916826971,-3.0,1.0,1.0,0.0,0,11,41,425
total,v7g,B,2,1.0,0.0,12,52,,343,0,,0.9958129265852065,0.964145955502475,-3.0,1.0,1.05,0.05,0,9,39,415
total,v7g,B,2,1.0,0.0,13,40,,428,0,,0.9999999940462091,0.9999999940462091,-3.0,1.0,1.0,0.0,0,10,40,351
total,v7g,B,2,1.0,0.0,14,43,,413,0,,0.9999999871799639,0.9999999871799639,-3.0,1.0,1.0,0.0,0,10,40,374
total,v7g,B,2,1.0,0.0,15,44,,417,0,,0.9999998800838035,0.9999998800838035,-3.0,1.0,1.0,0.0,0,10,40,400
total,v7g,B,2,1.0,0.0,16,38,,82,0,,-4.310625502257374,-4.310625502257374,-3.0,-4.31,0.0,4.31,0,8,38,591
total,v7g,B,2,1.0,0.0,17,42,,375,0,,0.999999968300731,0.999999968300731,-3.0,1.0,1.13,0.13,0,9,39,393
total,v7g,B,2,1.0,0.0,18,44,,91,0,,-4.076633431463312,-4.076633431463312,-3.0,-4.08,0.0,4.08,0,8,38,598
total,v7g,B,2,1.0,0.0,19,43,,91,0,,-4.0748082603735405,-4.0748082603735405,-3.0,-4.07,0.0,4.07,0,8,38,598
total,v7g,B,2,1.0,0.0,20,43,,398,0,,0.9999997286287693,0.9999997286287693,-3.0,1.0,1.0,0.0,0,8,38,400
v6,v6s,B,0,,,1,19,,401,0,,0.9999999766892734,0.9999999766892734,-3.0,1.0,3.98,2.98,1,,,373
v6,v6s,B,0,,,2,19,,387,0,,0.999999985447847,0.999999985447847,-3.0,1.0,3.98,2.98,1,,,389
v6,v6s,B,0,,,3,19,,433,0,,0.9999999992870577,0.9999999992870577,-3.0,1.0,3.99,2.99,1,,,365
v6,v6s,B,0,,,4,19,,419,0,,0.9999999824210029,0.9999999824210029,-3.0,1.0,3.99,2.99,1,,,370
v6,v6s,B,0,,,5,19,,366,0,,0.9999994746768611,0.9999994746768611,-3.0,1.0,3.99,2.99,1,,,396
v6,v6s,B,0,,,6,19,,348,0,,0.9999998840779005,0.9999998840779005,-3.0,1.0,3.99,2.99,1,,,399
v6,v6s,B,0,,,7,19,,379,0,,0.9999999948472712,0.9999999948472712,-3.0,1.0,3.98,2.98,1,,,369
v6,v6s,B,0,,,8,19,,393,0,,0.9999999964603725,0.9999999964603725,-3.0,1.0,3.99,2.99,1,,,370
v6,v6s,B,0,,,9,19,,407,0,,0.9999999989612867,0.9999999989612867,-3.0,1.0,3.99,2.99,1,,,388
v6,v6s,B,0,,,10,19,,412,0,,0.9999999943237806,0.9999999943237806,-3.0,1.0,3.99,2.99,1,,,372
v6,v6s,B,0,,,11,19,,379,0,,0.9999999659451159,0.9999999659451159,-3.0,1.0,3.99,2.99,1,,,383
v6,v6s,B,0,,,12,19,,417,0,,0.9999999996316508,0.9999999996316508,-3.0,1.0,3.99,2.99,1,,,369
v6,v6s,B,0,,,13,19,,473,0,,0.9999999998269056,0.9999999998269056,-3.0,1.0,3.99,2.99,1,,,345
v6,v6s,B,0,,,14,19,,392,0,,0.9999995231346865,0.9999995231346865,-3.0,1.0,3.98,2.98,1,,,388
v6,v6s,B,0,,,15,19,,364,0,,0.9999999039748196,0.9999999039748196,-3.0,1.0,3.99,2.99,1,,,399
v6,v6s,B,0,,,16,19,,353,0,,0.9999999690100555,0.9999999690100555,-3.0,1.0,3.99,2.99,1,,,370
v6,v6s,B,0,,,17,19,,376,0,,0.9999999787718912,0.9999999787718912,-3.0,1.0,3.99,2.99,1,,,367
v6,v6s,B,0,,,18,19,,367,0,,0.9999999787486581,0.9999999787486581,-3.0,1.0,3.99,2.99,1,,,377
v6,v6s,B,0,,,19,19,,386,0,,0.9999999824104793,0.9999999824104793,-3.0,1.0,3.99,2.99,1,,,354
v6,v6s,B,0,,,20,19,,392,0,,0.9999999806368377,0.9999999806368377,-3.0,1.0,4.0,3.0,1,,,396
v7_control,v7g,B,0,0.0,,1,19,,355,0,,0.9999991869030753,0.9999991869030753,-3.0,1.0,4.4,3.4,0,5,35,402
v7_control,v7g,B,0,0.0,,2,19,,334,0,,0.9999991010454714,0.9999991010454714,-3.0,1.0,4.51,3.51,0,6,36,392
v7_control,v7g,B,0,0.0,,3,19,,371,0,,0.9999999136941464,0.9999999136941464,-3.0,1.0,4.55,3.55,0,4,34,362
v7_control,v7g,B,0,0.0,,4,19,,419,0,,0.9999999824210029,0.9999999824210029,-3.0,1.0,3.99,2.99,0,3,33,370
v7_control,v7g,B,0,0.0,,5,19,,366,0,,0.9999994746768611,0.9999994746768611,-3.0,1.0,3.99,2.99,0,3,33,396
v7_control,v7g,B,0,0.0,,6,19,,412,0,,0.9971698298116165,0.9904732979215685,-3.0,1.0,4.69,3.69,0,5,35,358
v7_control,v7g,B,0,0.0,,7,19,,379,0,,0.9999999948472712,0.9999999948472712,-3.0,1.0,3.98,2.98,0,3,33,369
v7_control,v7g,B,0,0.0,,8,19,,379,0,,0.999999769511374,0.999999769511374,-3.0,1.0,4.94,3.94,0,6,36,374
v7_control,v7g,B,0,0.0,,9,19,,407,0,,0.9999999989612867,0.9999999989612867,-3.0,1.0,3.99,2.99,0,3,33,388
v7_control,v7g,B,0,0.0,,10,19,,405,0,,0.9999999777579998,0.9999999777579998,-3.0,1.0,4.37,3.37,0,5,35,376
v7_control,v7g,B,0,0.0,,11,19,,379,0,,0.9999999659451159,0.9999999659451159,-3.0,1.0,3.99,2.99,0,3,33,383
v7_control,v7g,B,0,0.0,,12,19,,417,0,,0.9999999996316508,0.9999999996316508,-3.0,1.0,3.99,2.99,0,3,33,369
v7_control,v7g,B,0,0.0,,13,19,,396,0,,0.9999999975501979,0.9999999975501979,-3.0,1.0,4.43,3.43,0,5,35,369
v7_control,v7g,B,0,0.0,,14,19,,362,0,,0.9999992679317857,0.9999992679317857,-3.0,1.0,4.25,3.25,0,5,35,395
v7_control,v7g,B,0,0.0,,15,19,,364,0,,0.9999999039748196,0.9999999039748196,-3.0,1.0,3.99,2.99,0,3,33,399
v7_control,v7g,B,0,0.0,,16,19,,406,0,,0.999999999819424,0.999999999819424,-3.0,1.0,4.54,3.54,0,4,34,356
v7_control,v7g,B,0,0.0,,17,19,,338,0,,0.9999998808899557,0.9999998808899557,-3.0,1.0,4.19,3.19,0,5,35,375
v7_control,v7g,B,0,0.0,,18,19,,388,0,,0.9999998332841677,0.9999998332841677,-3.0,1.0,4.12,3.12,0,5,35,395
v7_control,v7g,B,0,0.0,,19,19,,440,0,,0.9996309603557325,0.9860565603551865,-3.0,1.0,5.0,4.0,0,5,35,362
v7_control,v7g,B,0,0.0,,20,19,,392,0,,0.9999999806368377,0.9999999806368377,-3.0,1.0,4.0,3.0,0,3,33,396
v7_control,v7g,B,1,0.0,,1,24,,437,0,,0.999999999575615,0.999999999575615,-2.94,1.0,8.63,7.63,0,7,37,381
v7_control,v7g,B,1,0.0,,2,24,,426,0,,0.9999999940411333,0.9999999940411333,-2.49,1.0,8.67,7.67,0,6,36,487
v7_control,v7g,B,1,0.0,,3,57,,762,0,,0.5466613143775803,0.5466613143775803,-1.83,0.55,9.0,8.45,1,60,90,742
v7_control,v7g,B,1,0.0,,4,50,,3872,0,,0.0,0.0,0.0,0.0,9.0,9.0,1,60,90,2509
v7_control,v7g,B,1,0.0,,5,23,,422,0,,0.9999999971721141,0.9999999971721141,-2.82,1.0,8.48,7.48,0,7,37,374
v7_control,v7g,B,1,0.0,,6,24,,62,0,,-4.301125146390384,-4.306565565306483,-3.0,-4.31,0.75,5.05,0,0,30,574
v7_control,v7g,B,1,0.0,,7,25,,58,0,,-4.183011574882297,-4.0638986412279525,-3.0,-4.06,1.87,5.93,0,1,31,566
v7_control,v7g,B,1,0.0,,8,63,,690,0,,0.14034570308700145,0.14034570308700145,-1.78,0.14,9.0,8.86,1,60,90,817
v7_control,v7g,B,1,0.0,,9,43,,4777,0,,0.0,0.0,0.0,0.0,9.0,9.0,1,60,90,2536
v7_control,v7g,B,1,0.0,,10,47,,4874,0,,0.0,0.0,0.0,0.0,9.0,9.0,1,60,90,2583
v7_control,v7g,B,1,0.0,,11,47,,4740,0,,0.0,0.0,0.0,0.0,9.0,9.0,1,60,90,2509
v7_control,v7g,B,1,0.0,,12,25,,784,0,,0.9999999999999938,0.9999999999999938,-1.62,1.0,8.62,7.62,0,60,90,948
v7_control,v7g,B,1,0.0,,13,24,,468,0,,0.999999999727812,0.999999999727812,-2.51,1.0,8.84,7.84,0,7,37,440
v7_control,v7g,B,1,0.0,,14,24,,449,0,,0.9999999974061642,0.9999999974061642,-3.0,1.0,8.55,7.55,0,8,38,372
v7_control,v7g,B,1,0.0,,15,25,,450,0,,0.9999999999010067,0.9999999999010067,-3.0,1.0,8.62,7.62,0,9,39,400
v7_control,v7g,B,1,0.0,,16,24,,230,0,,0.7747890278135889,0.7747890278135889,-2.9,0.77,9.0,8.23,1,7,37,487
v7_control,v7g,B,1,0.0,,17,24,,460,0,,0.9999999998557123,0.9999999998557123,-2.57,1.0,8.48,7.48,0,7,37,426
v7_control,v7g,B,1,0.0,,18,51,,3116,0,,0.0,0.0,0.0,0.0,9.0,9.0,1,60,90,2478
v7_control,v7g,B,1,0.0,,19,24,,67,0,,-4.305260071292238,-4.314098065863465,-3.0,-4.31,0.75,5.06,0,0,30,567
v7_control,v7g,B,1,0.0,,20,59,,2480,0,,0.0,0.0,-0.51,0.0,9.0,9.0,1,60,90,2411
v7_control,v7g,B,2,0.0,,1,41,,408,0,,0.9999999909072561,0.9999999909072561,-3.0,1.0,7.56,6.56,0,11,41,380
v7_control,v7g,B,2,0.0,,2,41,,188,0,,-3.635232896426661,-3.635232896426661,-2.21,0.99,8.7,7.71,0,11,41,554
v7_control,v7g,B,2,0.0,,3,43,,403,0,,0.9999934862965474,0.9999934862965474,-3.0,1.0,7.48,6.48,0,11,41,404
v7_control,v7g,B,2,0.0,,4,42,,438,0,,0.9999992226518333,0.9999992226518333,-2.99,1.0,7.72,6.72,0,12,42,376
v7_control,v7g,B,2,0.0,,5,42,,4650,0,,0.7033015131996563,0.7033015131996563,0.0,0.7,9.0,8.3,1,60,90,2527
v7_control,v7g,B,2,0.0,,6,44,,4026,0,,0.9999999999999929,0.9999999999999929,0.0,1.0,8.58,7.58,0,60,90,2611
v7_control,v7g,B,2,0.0,,7,42,,93,0,,-3.727101080262484,-3.727101080262484,-3.0,-3.3,4.22,7.52,0,8,38,607
v7_control,v7g,B,2,0.0,,8,38,,407,0,,0.9999999900038685,0.9999999900038685,-3.0,1.0,7.51,6.51,0,9,39,363
v7_control,v7g,B,2,0.0,,9,40,,1097,0,,0.9999999999999929,0.9999999999999929,-1.32,1.0,8.27,7.27,0,60,90,1347
v7_control,v7g,B,2,0.0,,10,43,,399,0,,0.9999877320835302,0.9999877320835302,-3.0,1.0,8.46,7.46,0,11,41,393
v7_control,v7g,B,2,0.0,,11,40,,3628,0,,0.9999999999999929,0.9999999999999929,0.0,1.0,8.54,7.54,0,60,90,2547
v7_control,v7g,B,2,0.0,,12,52,,3992,0,,0.4413884141014175,0.4413884141014175,-0.13,0.44,9.0,8.56,1,60,90,2522
v7_control,v7g,B,2,0.0,,13,40,,474,0,,0.9999989148623825,0.9999989148623825,-2.52,1.0,8.31,7.31,0,10,40,420
v7_control,v7g,B,2,0.0,,14,43,,421,0,,0.9999934669263579,0.9999934669263579,-2.85,1.0,8.32,7.32,0,10,40,367
v7_control,v7g,B,2,0.0,,15,44,,1024,0,,0.9999999999999241,0.9999999999999241,-1.42,1.0,8.13,7.13,0,60,90,1234
v7_control,v7g,B,2,0.0,,16,38,,2958,0,,0.6703238736201738,0.6703238736201738,-0.11,0.67,9.0,8.33,1,60,90,2422
v7_control,v7g,B,2,0.0,,17,42,,352,0,,0.9999999850933383,0.9999999850933383,-3.0,1.0,7.58,6.58,0,11,41,395
v7_control,v7g,B,2,0.0,,18,44,,2370,0,,0.9754168644670091,0.9754168644670091,-0.05,1.0,8.55,7.55,0,60,90,2384
v7_control,v7g,B,2,0.0,,19,43,,141,0,,-3.7401738431278293,-3.7401738431278293,-2.11,0.85,8.34,7.49,0,11,41,579
v7_control,v7g,B,2,0.0,,20,43,,398,0,,0.9999997286287696,0.9999997286287696,-3.0,1.0,7.12,6.12,0,8,38,400
