# fecha: 2026-09-15T12:10:18
# python: 3.14.2
# numpy: 2.4.3
# sha_cap: dc058e0a43216bf3
# sha_este: ef471cd7c97cc822
# sha_v6: 5f38f83cf49248a3
# sha_v7: 3db0475ef0ea95ce
# NS: 20
# N_EST: 20
# TOL: 0.3
# condiciones: {"v6_20k": "(False, 20000)", "v7_20k": "(True, 20000)", "v6_60k": "(False, 60000)", "v7_60k": "(True, 60000)"}
# estimulos: {"A": {"patron": "110100", "valencia": "comida", "R": 1.0}, "B": {"patron": "101010", "valencia": "veneno", "R": -3.0}, "C": {"patron": "011001", "valencia": "comida", "R": 1.0}, "D": {"patron": "001011", "valencia": "veneno", "R": -3.0}, "E05": {"patron": "111000", "valencia": "comida", "R": 1.0}, "E06": {"patron": "110010", "valencia": "veneno", "R": -3.0}, "E07": {"patron": "110001", "valencia": "comida", "R": 1.0}, "E08": {"patron": "101100", "valencia": "veneno", "R": -3.0}, "E09": {"patron": "101001", "valencia": "comida", "R": 1.0}, "E10": {"patron": "100110", "valencia": "veneno", "R": -3.0}, "E11": {"patron": "100101", "valencia": "comida", "R": 1.0}, "E12": {"patron": "100011", "valencia": "veneno", "R": -3.0}, "E13": {"patron": "011100", "valencia": "comida", "R": 1.0}, "E14": {"patron": "011010", "valencia": "veneno", "R": -3.0}, "E15": {"patron": "010110", "valencia": "comida", "R": 1.0}, "E16": {"patron": "010101", "valencia": "veneno", "R": -3.0}, "E17": {"patron": "010011", "valencia": "comida", "R": 1.0}, "E18": {"patron": "001110", "valencia": "veneno", "R": -3.0}, "E19": {"patron": "001101", "valencia": "comida", "R": 1.0}, "E20": {"patron": "000111", "valencia": "veneno", "R": -3.0}}
cond,seed,paso_t,n,t,celdas,splits,solap_medio,solap_max,e_n_mediana,estimulo,W,R,dev,vis_ac,mord_ac
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,A,0.0,1.0,1.0,566,546
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,B,-2.426,-3.0,0.574,32281,137
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,C,1.596,1.0,0.596,404,398
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,D,-3.215,-3.0,0.215,26303,92
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E05,1.001,1.0,0.001,329,324
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E06,0.0,-3.0,3.0,2218,233
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E07,1.001,1.0,0.001,249,247
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E08,-0.045,-3.0,2.955,3634,179
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E09,0.956,1.0,0.044,222,204
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E10,-0.041,-3.0,2.959,603,154
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E11,0.96,1.0,0.04,196,177
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E12,-1.474,-3.0,1.526,4391,103
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E13,1.068,1.0,0.068,155,138
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E14,0.0,-3.0,3.0,179,139
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E15,0.0,1.0,1.0,115,86
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E16,-0.041,-3.0,2.959,151,76
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E17,0.162,1.0,0.838,61,44
v6_20k,17,20000,18,340000,30,0,0.595,2,0.919,E18,-1.895,-3.0,1.105,249,13
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,A,0.0,1.0,1.0,585,561
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,B,-2.542,-3.0,0.458,33427,147
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,C,1.481,1.0,0.481,411,405
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,D,-2.421,-3.0,0.579,28392,102
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E05,1.0,1.0,0.0,347,342
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E06,0.0,-3.0,3.0,2239,250
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E07,1.0,1.0,0.0,266,264
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E08,0.0,-3.0,3.0,3648,191
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E09,1.0,1.0,0.0,238,220
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E10,0.0,-3.0,3.0,620,168
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E11,1.0,1.0,0.0,213,194
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E12,-1.137,-3.0,1.863,4693,124
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E13,1.042,1.0,0.042,171,154
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E14,0.0,-3.0,3.0,199,157
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E15,0.0,1.0,1.0,134,104
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E16,0.0,-3.0,3.0,166,91
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E17,0.344,1.0,0.656,74,57
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E18,-0.946,-3.0,2.054,392,23
v6_20k,17,20000,19,360000,30,0,0.596,2,1.0,E19,-0.946,1.0,1.946,204,25
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,A,0.0,1.0,1.0,617,589
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,B,-2.607,-3.0,0.393,35465,152
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,C,1.262,1.0,0.262,431,425
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,D,-2.137,-3.0,0.863,29405,106
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E05,1.0,1.0,0.0,370,365
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E06,0.0,-3.0,3.0,2264,275
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E07,1.0,1.0,0.0,288,286
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E08,0.0,-3.0,3.0,3672,211
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E09,1.0,1.0,0.0,271,253
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E10,0.0,-3.0,3.0,645,190
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E11,1.0,1.0,0.0,234,214
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E12,-0.735,-3.0,2.265,4780,151
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E13,1.017,1.0,0.017,200,183
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E14,0.0,-3.0,3.0,218,174
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E15,0.0,1.0,1.0,155,125
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E16,0.0,-3.0,3.0,192,112
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E17,0.527,1.0,0.473,100,80
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E18,-0.587,-3.0,2.413,530,46
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E19,-0.587,1.0,1.587,284,38
v6_20k,17,20000,20,380000,30,0,0.584,2,1.0,E20,-1.266,-3.0,1.734,63,18
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,A,0.0,1.0,1.0,642,612
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,B,-2.71,-3.0,0.29,37224,162
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,C,1.134,1.0,0.134,453,447
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,D,-2.081,-3.0,0.919,30501,123
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E05,1.0,1.0,0.0,389,384
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E06,0.0,-3.0,3.0,2285,294
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E07,1.0,1.0,0.0,323,321
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E08,0.0,-3.0,3.0,3700,235
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E09,1.0,1.0,0.0,298,280
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E10,0.0,-3.0,3.0,668,210
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E11,1.0,1.0,0.0,259,239
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E12,-0.45,-3.0,2.55,4817,171
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E13,1.009,1.0,0.009,222,205
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E14,0.0,-3.0,3.0,244,199
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E15,0.0,1.0,1.0,180,147
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E16,0.0,-3.0,3.0,218,134
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E17,0.684,1.0,0.316,123,103
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E18,0.0,-3.0,3.0,578,82
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E19,0.0,1.0,1.0,321,66
v6_20k,17,20000,20,400000,30,0,0.584,2,1.0,E20,-1.935,-3.0,1.065,436,34
v6_20k,18,20000,2,20000,30,0,0.0,0,0.051,A,0.999,1.0,0.001,76,76
v6_20k,18,20000,2,20000,30,0,0.0,0,0.051,B,-2.899,-3.0,0.101,4435,36
v6_20k,18,20000,3,40000,30,0,0.667,2,0.106,A,1.0,1.0,0.0,156,156
v6_20k,18,20000,3,40000,30,0,0.667,2,0.106,B,-2.289,-3.0,0.711,8960,68
v6_20k,18,20000,3,40000,30,0,0.667,2,0.106,C,0.894,1.0,0.106,308,72
v6_20k,18,20000,4,60000,30,0,1.167,3,0.16,A,1.0,1.0,0.0,192,192
v6_20k,18,20000,4,60000,30,0,1.167,3,0.16,B,-2.812,-3.0,0.188,11670,85
v6_20k,18,20000,4,60000,30,0,1.167,3,0.16,C,0.868,1.0,0.132,349,113
v6_20k,18,20000,4,60000,30,0,1.167,3,0.16,D,-2.812,-3.0,0.188,1580,9
v6_20k,18,20000,5,80000,30,0,1.3,3,0.327,A,1.0,1.0,0.0,226,226
v6_20k,18,20000,5,80000,30,0,1.3,3,0.327,B,-2.629,-3.0,0.371,13492,95
v6_20k,18,20000,5,80000,30,0,1.3,3,0.327,C,1.12,1.0,0.12,400,164
v6_20k,18,20000,5,80000,30,0,1.3,3,0.327,D,-2.629,-3.0,0.371,4288,23
v6_20k,18,20000,5,80000,30,0,1.3,3,0.327,E05,0.673,1.0,0.327,46,40
v6_20k,18,20000,6,100000,30,0,1.2,3,0.327,A,1.0,1.0,0.0,259,259
v6_20k,18,20000,6,100000,30,0,1.2,3,0.327,B,-2.673,-3.0,0.327,14857,106
v6_20k,18,20000,6,100000,30,0,1.2,3,0.327,C,1.153,1.0,0.153,437,201
v6_20k,18,20000,6,100000,30,0,1.2,3,0.327,D,-2.673,-3.0,0.327,5781,32
v6_20k,18,20000,6,100000,30,0,1.2,3,0.327,E05,0.068,1.0,0.932,84,77
v6_20k,18,20000,6,100000,30,0,1.2,3,0.327,E06,-1.638,-3.0,1.362,181,25
v6_20k,18,20000,7,120000,30,0,1.19,3,0.248,A,0.956,1.0,0.044,302,302
v6_20k,18,20000,7,120000,30,0,1.19,3,0.248,B,-2.752,-3.0,0.248,16668,111
v6_20k,18,20000,7,120000,30,0,1.19,3,0.248,C,0.929,1.0,0.071,471,235
v6_20k,18,20000,7,120000,30,0,1.19,3,0.248,D,-2.752,-3.0,0.248,6730,36
v6_20k,18,20000,7,120000,30,0,1.19,3,0.248,E05,0.136,1.0,0.864,107,99
v6_20k,18,20000,7,120000,30,0,1.19,3,0.248,E06,-2.111,-3.0,0.889,1325,41
v6_20k,18,20000,7,120000,30,0,1.19,3,0.248,E07,1.095,1.0,0.095,34,34
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,A,0.966,1.0,0.034,314,314
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,B,-2.85,-3.0,0.15,18783,119
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,C,0.929,1.0,0.071,487,251
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,D,-2.85,-3.0,0.15,7798,40
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,E05,0.322,1.0,0.678,125,115
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,E06,-2.127,-3.0,0.873,1775,49
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,E07,1.078,1.0,0.078,45,45
v6_20k,18,20000,8,140000,30,0,1.107,3,0.137,E08,-2.877,-3.0,0.123,1179,5
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,A,0.974,1.0,0.026,329,329
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,B,-2.9,-3.0,0.1,20514,124
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,C,0.954,1.0,0.046,499,263
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,D,-2.9,-3.0,0.1,8921,44
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,E05,0.398,1.0,0.602,140,130
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,E06,-2.204,-3.0,0.796,2072,55
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,E07,1.085,1.0,0.085,56,56
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,E08,-2.943,-3.0,0.057,2766,11
v6_20k,18,20000,9,160000,30,0,1.222,3,0.085,E09,0.954,1.0,0.046,21,21
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,A,0.923,1.0,0.077,340,340
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,B,-2.974,-3.0,0.026,22222,130
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,C,0.962,1.0,0.038,512,275
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,D,-2.974,-3.0,0.026,9927,46
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,E05,0.331,1.0,0.669,159,148
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,E06,-2.339,-3.0,0.661,2529,58
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,E07,1.074,1.0,0.074,69,69
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,E08,-3.018,-3.0,0.018,3942,12
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,E09,0.962,1.0,0.038,37,37
v6_20k,18,20000,10,180000,30,0,1.067,3,0.056,E10,-2.649,-3.0,0.351,701,4
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,A,1.051,1.0,0.051,360,360
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,B,-2.995,-3.0,0.005,22937,134
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,C,0.96,1.0,0.04,528,291
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,D,-2.995,-3.0,0.005,10820,49
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,E05,0.243,1.0,0.757,176,164
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,E06,-2.515,-3.0,0.485,3031,63
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,E07,1.142,1.0,0.142,78,78
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,E08,-3.033,-3.0,0.033,6111,17
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,E09,0.96,1.0,0.04,47,47
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,E10,-2.63,-3.0,0.37,1439,7
v6_20k,18,20000,11,200000,30,0,0.945,3,0.051,E11,0.753,1.0,0.247,11,11
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,A,0.543,1.0,0.457,371,371
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,B,-2.991,-3.0,0.009,23600,135
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,C,0.949,1.0,0.051,541,304
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,D,-2.991,-3.0,0.009,11961,51
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E05,0.139,1.0,0.861,184,170
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E06,-2.722,-3.0,0.278,3794,72
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E07,1.262,1.0,0.262,90,90
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E08,-3.026,-3.0,0.026,7737,21
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E09,0.949,1.0,0.051,66,66
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E10,-3.316,-3.0,0.316,1714,7
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E11,0.336,1.0,0.664,23,23
v6_20k,18,20000,12,220000,30,0,0.939,3,0.27,E12,-1.118,-3.0,1.882,29,11
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,A,1.147,1.0,0.147,379,379
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,B,-2.338,-3.0,0.662,23940,135
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,C,0.867,1.0,0.133,553,316
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,D,-2.338,-3.0,0.662,13034,57
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E05,0.139,1.0,0.861,203,186
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E06,-2.722,-3.0,0.278,3903,72
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E07,1.252,1.0,0.252,106,106
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E08,-2.383,-3.0,0.617,8426,22
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E09,0.867,1.0,0.133,78,78
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E10,-2.827,-3.0,0.173,2507,8
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E11,0.409,1.0,0.591,33,32
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E12,-1.678,-3.0,1.322,130,19
v6_20k,18,20000,13,240000,30,0,0.885,3,0.591,E13,-1.031,1.0,2.031,304,8
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,A,1.372,1.0,0.372,394,394
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,B,-1.725,-3.0,1.275,24309,139
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,C,0.87,1.0,0.13,567,330
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,D,-1.725,-3.0,1.275,13655,68
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E05,0.0,1.0,1.0,215,198
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E06,-2.874,-3.0,0.126,5156,75
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E07,1.179,1.0,0.179,122,122
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E08,-1.98,-3.0,1.02,8979,29
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E09,0.87,1.0,0.13,95,95
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E10,-2.445,-3.0,0.555,3112,12
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E11,0.344,1.0,0.656,45,42
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E12,-1.995,-3.0,1.005,301,23
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E13,-0.085,1.0,1.085,350,21
v6_20k,18,20000,14,260000,30,0,0.934,3,0.828,E14,-1.725,-3.0,1.275,611,6
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,A,1.202,1.0,0.202,415,415
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,B,-0.633,-3.0,2.367,24422,154
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,C,0.889,1.0,0.111,588,351
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,D,-0.633,-3.0,2.367,13791,81
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E05,0.0,1.0,1.0,242,220
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E06,-2.874,-3.0,0.126,6142,75
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E07,1.294,1.0,0.294,137,137
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E08,-1.384,-3.0,1.616,9230,41
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E09,0.889,1.0,0.111,113,113
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E10,-2.008,-3.0,0.992,4246,25
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E11,0.508,1.0,0.492,67,62
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E12,-2.526,-3.0,0.474,1098,32
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E13,1.067,1.0,0.067,371,40
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E14,-0.633,-3.0,2.367,741,24
v6_20k,18,20000,15,280000,30,0,0.905,3,0.492,E15,0.207,1.0,0.793,78,18
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,A,0.364,1.0,0.636,440,440
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,B,0.0,-3.0,3.0,24453,181
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,C,0.815,1.0,0.185,608,371
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,D,0.0,-3.0,3.0,13821,98
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E05,0.0,1.0,1.0,268,243
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E06,-2.895,-3.0,0.105,8206,81
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E07,1.868,1.0,0.868,150,150
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E08,-1.353,-3.0,1.647,9323,52
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E09,0.815,1.0,0.185,134,134
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E10,-1.555,-3.0,1.445,4501,37
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E11,0.015,1.0,0.985,94,88
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E12,-2.347,-3.0,0.653,2539,42
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E13,-0.136,1.0,1.136,376,45
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E14,0.0,-3.0,3.0,768,44
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E15,-0.552,1.0,1.552,103,36
v6_20k,18,20000,16,300000,30,0,0.825,3,1.068,E16,-1.174,-3.0,1.826,28,19
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,A,0.882,1.0,0.118,469,469
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,B,0.0,-3.0,3.0,24486,206
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,C,0.597,1.0,0.403,632,395
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,D,0.0,-3.0,3.0,13852,126
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E05,0.0,1.0,1.0,302,274
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E06,-2.904,-3.0,0.096,9229,84
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E07,1.48,1.0,0.48,180,180
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E08,-1.822,-3.0,1.178,9633,63
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E09,0.597,1.0,0.403,159,158
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E10,-1.692,-3.0,1.308,4612,51
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E11,0.219,1.0,0.781,125,118
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E12,-2.103,-3.0,0.897,2990,52
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E13,0.0,1.0,1.0,416,73
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E14,0.0,-3.0,3.0,792,67
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E15,0.0,1.0,1.0,133,63
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E16,-0.663,-3.0,2.337,202,38
v6_20k,18,20000,17,320000,30,0,0.838,3,1.0,E17,0.0,1.0,1.0,37,33
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,A,0.728,1.0,0.272,489,489
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,B,0.0,-3.0,3.0,24506,224
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,C,0.599,1.0,0.401,650,413
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,D,0.0,-3.0,3.0,13873,143
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E05,0.0,1.0,1.0,316,285
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E06,-2.907,-3.0,0.093,10497,85
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E07,1.327,1.0,0.327,191,191
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E08,-2.157,-3.0,0.843,9836,74
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E09,0.599,1.0,0.401,171,170
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E10,-2.12,-3.0,0.88,4914,64
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E11,0.31,1.0,0.69,136,129
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E12,-2.297,-3.0,0.703,3849,60
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E13,0.0,1.0,1.0,433,89
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E14,0.0,-3.0,3.0,805,80
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E15,0.0,1.0,1.0,150,77
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E16,-0.418,-3.0,2.582,220,54
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E17,0.0,1.0,1.0,59,49
v6_20k,18,20000,18,340000,30,0,0.824,3,0.94,E18,-1.465,-3.0,1.535,88,22
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,A,0.629,1.0,0.371,496,496
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,B,0.0,-3.0,3.0,24522,237
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,C,0.5,1.0,0.5,664,427
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,D,0.0,-3.0,3.0,13894,162
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E05,0.0,1.0,1.0,336,304
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E06,-2.915,-3.0,0.085,11640,88
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E07,1.129,1.0,0.129,206,206
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E08,-2.34,-3.0,0.66,10965,82
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E09,0.5,1.0,0.5,182,181
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E10,-2.389,-3.0,0.611,6468,76
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E11,0.506,1.0,0.494,153,145
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E12,-2.414,-3.0,0.586,4443,66
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E13,0.0,1.0,1.0,444,99
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E14,0.0,-3.0,3.0,824,95
v6_20k,18,20000,19,360000,30,0,0.825,3,1.0,E15,0.0,1.0,1.0,163,90
