# fecha: 2026-09-15T12:10:18
# python: 3.14.2
# numpy: 2.4.3
# sha_cap: dc058e0a43216bf3
# sha_este: ef471cd7c97cc822
# sha_v6: 5f38f83cf49248a3
# sha_v7: 3db0475ef0ea95ce
# NS: 20
# N_EST: 20
# TOL: 0.3
# condiciones: {"v6_20k": "(False, 20000)", "v7_20k": "(True, 20000)", "v6_60k": "(False, 60000)", "v7_60k": "(True, 60000)"}
# estimulos: {"A": {"patron": "110100", "valencia": "comida", "R": 1.0}, "B": {"patron": "101010", "valencia": "veneno", "R": -3.0}, "C": {"patron": "011001", "valencia": "comida", "R": 1.0}, "D": {"patron": "001011", "valencia": "veneno", "R": -3.0}, "E05": {"patron": "111000", "valencia": "comida", "R": 1.0}, "E06": {"patron": "110010", "valencia": "veneno", "R": -3.0}, "E07": {"patron": "110001", "valencia": "comida", "R": 1.0}, "E08": {"patron": "101100", "valencia": "veneno", "R": -3.0}, "E09": {"patron": "101001", "valencia": "comida", "R": 1.0}, "E10": {"patron": "100110", "valencia": "veneno", "R": -3.0}, "E11": {"patron": "100101", "valencia": "comida", "R": 1.0}, "E12": {"patron": "100011", "valencia": "veneno", "R": -3.0}, "E13": {"patron": "011100", "valencia": "comida", "R": 1.0}, "E14": {"patron": "011010", "valencia": "veneno", "R": -3.0}, "E15": {"patron": "010110", "valencia": "comida", "R": 1.0}, "E16": {"patron": "010101", "valencia": "veneno", "R": -3.0}, "E17": {"patron": "010011", "valencia": "comida", "R": 1.0}, "E18": {"patron": "001110", "valencia": "veneno", "R": -3.0}, "E19": {"patron": "001101", "valencia": "comida", "R": 1.0}, "E20": {"patron": "000111", "valencia": "veneno", "R": -3.0}}
cond,seed,paso_t,n,t,celdas,splits,solap_medio,solap_max,e_n_mediana,estimulo,W,R,dev,vis_ac,mord_ac
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,E10,-2.9,-3.0,0.1,7254,55
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,E11,0.839,1.0,0.161,63,60
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,A,0.905,1.0,0.095,983,976
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,B,-3.129,-3.0,0.129,83453,106
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,C,1.0,1.0,0.0,756,755
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,D,-0.893,-3.0,2.107,14525,420
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E05,1.001,1.0,0.001,508,456
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E06,-3.996,-3.0,0.996,30200,114
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E07,1.0,1.0,0.0,329,323
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E08,0.0,-3.0,3.0,336,284
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E09,0.0,1.0,1.0,243,213
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E10,-2.969,-3.0,0.031,10656,74
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E11,0.391,1.0,0.609,105,101
v6_60k,11,60000,12,660000,30,0,0.939,3,0.369,E12,-2.253,-3.0,0.747,516,27
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,A,0.905,1.0,0.095,1039,1031
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,B,-3.095,-3.0,0.095,87463,111
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,C,1.0,1.0,0.0,804,803
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,D,-0.893,-3.0,2.107,14729,469
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E05,1.0,1.0,0.0,547,495
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E06,-4.302,-3.0,1.302,34529,114
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E07,1.0,1.0,0.0,374,368
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E08,0.0,-3.0,3.0,400,336
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E09,0.0,1.0,1.0,288,253
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E10,-2.977,-3.0,0.023,13264,79
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E11,0.771,1.0,0.229,164,159
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E12,-2.197,-3.0,0.803,1855,41
v6_60k,11,60000,13,720000,30,0,0.974,3,0.229,E13,0.738,1.0,0.262,45,44
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,A,0.905,1.0,0.095,1068,1060
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,B,-3.057,-3.0,0.057,90003,113
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,C,1.016,1.0,0.016,836,835
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,D,-0.864,-3.0,2.136,14845,499
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E05,1.0,1.0,0.0,589,537
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E06,-4.294,-3.0,1.294,36991,114
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E07,1.0,1.0,0.0,406,400
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E08,0.0,-3.0,3.0,432,363
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E09,0.0,1.0,1.0,318,279
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E10,-2.988,-3.0,0.012,16469,89
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E11,0.691,1.0,0.309,195,190
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E12,-2.301,-3.0,0.699,2641,56
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E13,0.874,1.0,0.126,69,68
v6_60k,11,60000,14,780000,30,0,0.879,3,0.132,E14,-3.138,-3.0,0.138,2634,5
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,A,0.905,1.0,0.095,1104,1096
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,B,-3.038,-3.0,0.038,92075,115
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,C,1.011,1.0,0.011,884,882
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,D,-0.85,-3.0,2.15,15061,544
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E05,1.0,1.0,0.0,621,569
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E06,-4.277,-3.0,1.277,40332,114
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E07,1.0,1.0,0.0,453,447
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E08,0.0,-3.0,3.0,486,414
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E09,0.0,1.0,1.0,375,330
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E10,-1.546,-3.0,1.454,17258,109
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E11,0.733,1.0,0.267,243,238
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E12,-2.259,-3.0,0.741,3388,72
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E13,1.555,1.0,0.555,125,124
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E14,-3.092,-3.0,0.092,5188,9
v6_60k,11,60000,15,840000,30,0,0.79,3,0.555,E15,0.009,1.0,0.991,157,35
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,A,0.905,1.0,0.095,1146,1138
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,B,-3.027,-3.0,0.027,94131,118
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,C,1.006,1.0,0.006,921,919
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,D,-0.845,-3.0,2.155,15179,578
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E05,1.0,1.0,0.0,669,617
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E06,-4.269,-3.0,1.269,45827,114
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E07,1.0,1.0,0.0,499,493
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E08,0.0,-3.0,3.0,520,444
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E09,0.0,1.0,1.0,409,362
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E10,-1.068,-3.0,1.932,17577,129
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E11,0.575,1.0,0.425,282,277
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E12,-2.417,-3.0,0.583,4349,88
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E13,1.4,1.0,0.4,172,171
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E14,-3.074,-3.0,0.074,7889,11
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E15,0.332,1.0,0.668,195,72
v6_60k,11,60000,16,900000,30,0,0.8,3,0.504,E16,-1.929,-3.0,1.071,291,23
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,A,0.905,1.0,0.095,1192,1184
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,B,-3.013,-3.0,0.013,95970,122
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,C,1.008,1.0,0.008,959,956
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,D,-0.836,-3.0,2.164,15326,615
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E05,1.0,1.0,0.0,712,660
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E06,-4.257,-3.0,1.257,49616,114
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E07,1.0,1.0,0.0,529,523
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E08,0.0,-3.0,3.0,555,473
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E09,0.0,1.0,1.0,446,395
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E10,-0.287,-3.0,2.713,17665,166
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E11,0.384,1.0,0.616,328,323
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E12,-2.608,-3.0,0.392,5802,101
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E13,1.16,1.0,0.16,202,201
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E14,-3.044,-3.0,0.044,9986,16
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E15,0.873,1.0,0.127,237,114
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E16,-2.334,-3.0,0.666,1181,39
v6_60k,11,60000,17,960000,30,0,0.831,3,0.392,E17,-3.827,1.0,4.827,1679,0
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,A,0.905,1.0,0.095,1217,1209
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,B,-3.009,-3.0,0.009,97637,127
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,C,1.11,1.0,0.11,981,978
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,D,-0.686,-3.0,2.314,15410,638
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E05,1.0,1.0,0.0,741,689
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E06,-4.11,-3.0,1.11,51278,114
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E07,1.0,1.0,0.0,565,559
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E08,0.0,-3.0,3.0,600,516
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E09,0.0,1.0,1.0,481,429
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E10,0.0,-3.0,3.0,17703,198
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E11,0.224,1.0,0.776,363,358
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E12,-2.623,-3.0,0.377,6991,115
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E13,0.0,1.0,1.0,235,233
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E14,-2.891,-3.0,0.109,12038,21
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E15,0.0,1.0,1.0,267,142
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E16,-2.495,-3.0,0.505,2097,57
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E17,-3.534,1.0,4.534,3752,1
v6_60k,11,60000,18,1020000,30,0,0.843,3,0.888,E18,0.0,-3.0,3.0,34,28
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,A,0.905,1.0,0.095,1239,1231
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,B,-3.061,-3.0,0.061,101986,133
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,C,0.914,1.0,0.086,1006,1003
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,D,-0.485,-3.0,2.515,15452,664
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E05,1.0,1.0,0.0,770,718
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E06,-4.03,-3.0,1.03,53801,114
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E07,1.0,1.0,0.0,596,590
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E08,0.0,-3.0,3.0,627,539
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E09,0.0,1.0,1.0,498,443
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E10,0.0,-3.0,3.0,17727,218
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E11,0.089,1.0,0.911,388,383
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E12,-2.624,-3.0,0.376,8844,128
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E13,0.0,1.0,1.0,271,262
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E14,-2.801,-3.0,0.199,13244,31
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E15,0.0,1.0,1.0,286,161
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E16,-2.478,-3.0,0.522,3492,69
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E17,-3.198,1.0,4.198,5027,2
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E18,0.0,-3.0,3.0,64,54
v6_60k,11,60000,19,1080000,30,0,0.871,3,0.911,E19,1.399,1.0,0.399,27,27
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,A,0.905,1.0,0.095,1275,1266
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,B,-3.285,-3.0,0.285,104355,137
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,C,1.069,1.0,0.069,1033,1030
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,D,0.0,-3.0,3.0,15484,691
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E05,0.913,1.0,0.087,801,749
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E06,-2.068,-3.0,0.932,56599,118
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E07,1.0,1.0,0.0,636,630
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E08,0.0,-3.0,3.0,663,573
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E09,0.0,1.0,1.0,540,478
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E10,0.0,-3.0,3.0,17760,250
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E11,0.0,1.0,1.0,414,407
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E12,-0.43,-3.0,2.57,10255,144
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E13,0.0,1.0,1.0,312,300
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E14,-2.7,-3.0,0.3,16894,44
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E15,0.0,1.0,1.0,316,187
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E16,-2.397,-3.0,0.603,5115,90
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E17,-0.43,1.0,1.43,6919,33
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E18,0.0,-3.0,3.0,105,88
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E19,1.069,1.0,0.069,68,68
v6_60k,11,60000,20,1140000,30,0,0.874,3,1.0,E20,-1.902,-3.0,1.098,292,33
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,A,0.905,1.0,0.095,1330,1321
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,B,-3.291,-3.0,0.291,108281,142
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,C,1.006,1.0,0.006,1078,1075
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,D,0.0,-3.0,3.0,15525,727
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E05,0.512,1.0,0.488,846,794
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E06,-2.099,-3.0,0.901,57539,142
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E07,1.0,1.0,0.0,683,676
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E08,0.0,-3.0,3.0,713,617
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E09,0.0,1.0,1.0,597,528
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E10,0.0,-3.0,3.0,17825,303
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E11,0.0,1.0,1.0,481,465
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E12,0.0,-3.0,3.0,10298,180
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E13,0.0,1.0,1.0,359,338
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E14,-2.839,-3.0,0.161,21036,59
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E15,0.0,1.0,1.0,362,231
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E16,-2.581,-3.0,0.419,6538,102
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E17,0.0,1.0,1.0,6969,76
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E18,0.0,-3.0,3.0,155,133
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E19,1.006,1.0,0.006,104,104
v6_60k,11,60000,20,1200000,30,0,0.874,3,0.951,E20,-2.384,-3.0,0.616,1328,52
v6_60k,12,60000,2,60000,30,0,0.0,0,0.004,A,1.0,1.0,0.0,208,208
v6_60k,12,60000,2,60000,30,0,0.0,0,0.004,B,-2.991,-3.0,0.009,12239,62
v6_60k,12,60000,3,120000,30,0,0.333,1,0.0,A,1.0,1.0,0.0,375,374
v6_60k,12,60000,3,120000,30,0,0.333,1,0.0,B,-2.999,-3.0,0.001,24278,87
v6_60k,12,60000,3,120000,30,0,0.333,1,0.0,C,1.0,1.0,0.0,162,162
v6_60k,12,60000,4,180000,30,0,0.333,1,0.038,A,1.0,1.0,0.0,474,473
v6_60k,12,60000,4,180000,30,0,0.333,1,0.038,B,-3.559,-3.0,0.559,31504,91
v6_60k,12,60000,4,180000,30,0,0.333,1,0.038,C,1.0,1.0,0.0,246,246
v6_60k,12,60000,4,180000,30,0,0.333,1,0.038,D,-2.923,-3.0,0.077,5030,35
v6_60k,12,60000,5,240000,30,0,0.5,2,0.012,A,1.002,1.0,0.002,561,560
v6_60k,12,60000,5,240000,30,0,0.5,2,0.012,B,-3.313,-3.0,0.313,38569,98
v6_60k,12,60000,5,240000,30,0,0.5,2,0.012,C,1.012,1.0,0.012,339,339
v6_60k,12,60000,5,240000,30,0,0.5,2,0.012,D,-2.924,-3.0,0.076,10067,46
v6_60k,12,60000,5,240000,30,0,0.5,2,0.012,E05,0.993,1.0,0.007,80,80
v6_60k,12,60000,6,300000,30,0,0.4,2,0.025,A,1.0,1.0,0.0,627,626
v6_60k,12,60000,6,300000,30,0,0.4,2,0.025,B,-3.975,-3.0,0.975,43603,98
v6_60k,12,60000,6,300000,30,0,0.4,2,0.025,C,1.001,1.0,0.001,403,402
v6_60k,12,60000,6,300000,30,0,0.4,2,0.025,D,-2.952,-3.0,0.048,13709,51
v6_60k,12,60000,6,300000,30,0,0.4,2,0.025,E05,0.999,1.0,0.001,156,155
v6_60k,12,60000,6,300000,30,0,0.4,2,0.025,E06,-2.834,-3.0,0.166,2734,27
v6_60k,12,60000,7,360000,30,0,0.429,2,0.005,A,1.005,1.0,0.005,683,682
v6_60k,12,60000,7,360000,30,0,0.429,2,0.005,B,-4.021,-3.0,1.021,48613,98
v6_60k,12,60000,7,360000,30,0,0.429,2,0.005,C,1.0,1.0,0.0,473,472
v6_60k,12,60000,7,360000,30,0,0.429,2,0.005,D,-2.978,-3.0,0.022,18141,59
v6_60k,12,60000,7,360000,30,0,0.429,2,0.005,E05,1.0,1.0,0.0,217,216
v6_60k,12,60000,7,360000,30,0,0.429,2,0.005,E06,-2.946,-3.0,0.054,7374,39
v6_60k,12,60000,7,360000,30,0,0.429,2,0.005,E07,0.997,1.0,0.003,78,78
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,A,0.354,1.0,0.646,735,732
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,B,-4.001,-3.0,1.001,52877,98
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,C,0.824,1.0,0.176,509,508
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,D,-4.225,-3.0,1.225,22222,60
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,E05,0.845,1.0,0.155,264,263
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,E06,-2.981,-3.0,0.019,11635,50
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,E07,1.257,1.0,0.257,117,117
v6_60k,12,60000,8,420000,30,0,0.5,2,0.401,E08,-2.455,-3.0,0.545,598,32
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,A,0.773,1.0,0.227,775,770
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,B,-4.003,-3.0,1.003,56136,98
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,C,0.957,1.0,0.043,535,534
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,D,-4.536,-3.0,1.536,25294,60
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,E05,0.97,1.0,0.03,300,299
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,E06,-2.987,-3.0,0.013,13289,54
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,E07,1.165,1.0,0.165,150,150
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,E08,-2.534,-3.0,0.466,1878,49
v6_60k,12,60000,9,480000,30,0,0.528,2,0.227,E09,-4.745,1.0,5.745,2784,0
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,A,0.862,1.0,0.138,805,800
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,B,-3.604,-3.0,0.604,59444,99
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,C,0.979,1.0,0.021,569,568
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,D,-4.423,-3.0,1.423,28838,60
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,E05,0.994,1.0,0.006,341,339
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,E06,-2.985,-3.0,0.015,15321,61
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,E07,1.091,1.0,0.091,180,180
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,E08,-2.618,-3.0,0.382,3126,68
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,E09,-4.439,1.0,5.439,5416,1
v6_60k,12,60000,10,540000,30,0,0.511,3,0.115,E10,-2.985,-3.0,0.015,1920,6
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,A,1.466,1.0,0.466,838,833
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,B,-3.507,-3.0,0.507,63488,101
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,C,0.848,1.0,0.152,595,594
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,D,-3.513,-3.0,0.513,31841,60
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,E05,0.912,1.0,0.088,380,378
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,E06,-2.973,-3.0,0.027,17367,67
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,E07,1.52,1.0,0.52,203,203
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,E08,-1.699,-3.0,1.301,3298,79
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,E09,-3.494,1.0,4.494,8031,1
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,E10,-2.973,-3.0,0.027,4265,15
v6_60k,12,60000,11,600000,30,0,0.545,3,0.507,E11,0.098,1.0,0.902,109,27
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,A,1.136,1.0,0.136,880,875
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,B,-3.514,-3.0,0.514,66287,102
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,C,0.991,1.0,0.009,624,623
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,D,-2.773,-3.0,0.227,33181,66
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E05,1.007,1.0,0.007,405,403
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E06,-3.003,-3.0,0.003,19391,74
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E07,0.958,1.0,0.042,236,236
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E08,-0.881,-3.0,2.119,3571,115
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E09,-2.799,1.0,3.799,9476,1
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E10,-3.003,-3.0,0.003,6006,19
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E11,0.394,1.0,0.606,140,57
v6_60k,12,60000,12,660000,30,0,0.561,3,0.181,E12,-2.744,-3.0,0.256,1510,4
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,A,1.024,1.0,0.024,927,922
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,B,-1.886,-3.0,1.114,69284,110
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,C,1.021,1.0,0.021,658,657
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,D,-1.096,-3.0,1.904,34095,88
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E05,1.018,1.0,0.018,452,450
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E06,-3.454,-3.0,0.454,23928,81
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E07,0.86,1.0,0.14,269,269
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E08,0.0,-3.0,3.0,3636,161
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E09,-0.282,1.0,1.282,9954,28
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E10,-3.454,-3.0,0.454,8965,22
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E11,1.024,1.0,0.024,183,100
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E12,-1.456,-3.0,1.544,2710,24
v6_60k,12,60000,13,720000,30,0,0.577,3,0.454,E13,-0.294,1.0,1.294,47,29
v6_60k,12,60000,14,780000,30,0,0.582,3,0.671,A,1.002,1.0,0.002,970,965
v6_60k,12,60000,14,780000,30,0,0.582,3,0.671,B,-2.542,-3.0,0.458,70522,133
v6_60k,12,60000,14,780000,30,0,0.582,3,0.671,C,1.017,1.0,0.017,694,693
